Review	Score
"I don't know how this will work with other MIDI instruments but I tried it with the Roland TD9 drums and although it does transmit the data, the drum map is totally off. The respective triggers (hihat, hihat pedal, etc) are translated into all sorts of wrong information and while you can manually compensate for some of it on the PC end of it, it was just a freaking hassle. I needed this to be more flexible and able to record directly to my Notebook (which doesn't have a MIDI input) but I gave up in the end and went with my desktop PC and its MIDI interface."	0
"I have a real problem with these patch cables.  I got them as a christmas gift but they don't stay in my pedals' input jacks without causing problems and having to push them in on occasion.  Most problematic is the connection between my EHX memory boy and digital memory man... never had problems with any other cables here, but these refuse to stay put without having to constantly adjust."	0
I typically use planet waves cables but tried these and there just as great. Never an issue. No loss of tone. Never breaks or fails. Quality product for a good price.	1
It's a good banjo capo.  Inexpensive  and it works well without squeezing the strings out of tune. End of story	1
"If you only want to use this thing as a detune effect to add a static, non-oscillating, chorus like effect, it's fine for that.  As an actual pitch shifter though, this thing is awful.  All the pitch shift settings sound like they're 30 cents sharp. This is especially awful sounding when used as an Octave effect.  I suppose I could have opened it up to see if there was an adjustment pot inside but I did not want to void the warranty so I just returned it.  It's hard to believe that nobody at the company could hear how badly out of tune this pedal is.  I've read the same complaint about their Pure Octave pedal also. This is really too bad because all the other pedals for Mooer seem to be quite good.  I own their Reecho Delay pedal and quite like it and I'm also tempted to get their Green Mile pedal.If you're not that sensitive to pitch inaccuracies, this pedal maybe fine for you but I doubt that many will find this pedal to be satisfactory.One minor quibble about the rubber padding used at the bottom of these pedals.  It does not stick to the adhesive on ANY of the Velcro strips I've tried to use."	0
Sorry Fender...this one is just a waste of money.  Get something better that doesn't twist up an ravel into knots.	0
"A dull, inept version of a TubeScreamer. Just sounds flat and boring. Not very inspiring. At all. (Then again, I never did really like TS's)......."	0
"I bought this pedal used and have used it with both a Fender tube amp and a Marshall solid state using clean channels. I can get a variety of tones from it with different guitars, and reccomend it as a first overdrive or to add to a collection.While I have several overdrive pedals, this one is good at giving some basic overdrive tones while keeping the amps low end. I can get decent tones from a Telecaster and Les Psul by keeping the level and tone knobs below 12 o'clock and adjusting the drive to taste.The OD sounds great through Fender clean tubes and I also tried it with a bass guitar. With some adjustment of the tone and drive knob, the bass has an overdriven tone with a good drive.The other reviews here prove this pedal is typical and iconic Boss in build quality. I find the Boss pedals good for their purpose and have mostly modded the ones I've owned after some time, but I may keep this one as is and use it as a boost. These pedals last forever and I only paid $20 for mine."	1
I always purchase Grovers for my guitar straps but my 2014 Gibson Les Paul Standard Plus had a bigger strap knob so I bought this Dunlop and it fit the guitar perfectly. A good guitar is a big investment and you owe it to yourself to protect your investment with a good strap locking system.	1
"If you're a metalhead, STAY AWAY!! I tried this on multiple metal pedals and the peavey Rogue G10 blows it out of the water. This thing sounds like CRAP with anything distortion. It's GREAT for jazzy blues and an ultra clean tone though or that classic fender crunch. But if you demand metal, get far away!"	0
"If you are considering this guitar, I have to assume you're shopping for an electric guitar at the lower end, not trying to decide between this and a Gibson Les Paul Custom.  It is in the category of beginner/intermediate guitars that I rate this a 5 star instrument.I really couldn't find anything ""wrong""  with it.  Yes, it has shortcomings as compared to the more expensive Epiphone Les Pauls, such as having only two controls for volume and tone, rather than four, which also means it has a slightly different look that the famous Gibson.  But you weren't planning to try to fool anyone, were you?  Beginning players would be well advised to focus on developing their skills and honing technique, rather than fussing around with tone controls anyway.The sound is good, and I found the appearance and finish of mine to be just fine.  The pickups are surprisingly good.  The same electronics are found on some of the more expensive Epiphone Les Pauls.  It was no great surprise to find that the strings are no good, although it would sure be nice if they didn't cut corners on such an inexpensive component that is also integral to sound quality.As for fit and finish, reading the reviews has convinced me that there is a lot of variation in both, and it is luck of the draw whether you get one that was made on a Monday after a long weekend of partying.  For several reasons, if I had this to do over, I would not buy it online (nor would I buy it from GC).  Better to inspect the actual guitar you'll be buying, and don't be shy about asking them bring out another one if you don't like the first one you see.I discovered too late that my local music shop would have sold me this guitar for about the same price, but they would have included a full professional setup, including string change.  You are likely to find a similar deal where you live, because the smaller shops are having to do more and more to compete with the Internet and GC.As it is, I took my guitar to the local shop and paid for a setup.  It had some intonation problem, the action was too high, and as others have commented, the strings on this guitar need to be changed immediately.  I asked the luthier his opinion of the tuners, as I'd read a lot of people trashing the tuners.  Bearing in mind that he had a financial incentive to steer me toward replacing them, he instead assured me that they were fairly decent, and advised against changing them unless a problem develops.Out of the box, I was a little unsure of my purchase.  However, now that it's been fully set up  and new strings installed, I am quite pleased with this guitar.  I don't believe you will find a better guitar, or even close, at this price level.I did a lot of shopping, and considered guitars up to $500 for my first foray into electric.  I was tempted to go with something more expensive, on the theory that in a couple years, I'll want to upgrade anyway.  Now I'm glad I chose this one.  For one thing, this is a guitar I'll always enjoy having around.  There is nothing cheap or toy-like about it.  In 2-3 years, my tastes may change.  I may want something completely different down the road, and now I still have that option.  Had I gone with a more expensive model, I'd feel locked in.  No good!BOTTOM LINE:  If you're shopping for a guitar in this price range, I think you'll be pleased with this guitar.  Buy it locally so you can see the exact guitar you're buying, and negotiate to have a setup included, because it will almost certainly need one.  Have it set up right, install some quality strings, and you'll be very happy with the Epiphone LP Special II."	1
"In particular, I favor the Dual Design. Why? If the need arises, it's possible to use a regular strap that doesn't have the button locks installed. I have two of the black ones on a 7 string Ibanez RG7321, and Laguna LE200QBC guitars. I have spare straps for both guitars, and sometimes I lock those spares with the plastic Dunlop discs.I have some older bass guitars with similar Dunlop locks (the standard version), two of which had locks installed in the mid 1990's, and one from 2003 with the gold DD. All three of them have held up with no issues. I didn't need to re-tighten the screws on those guitars until about two years ago. Then again, I don't tour around the world like the metal stalwarts known as ... MetallicA. ;)"	1
"in the old days, we used tobe able to buyall 6 NYLON clear strings....now tis almost impossible....with these strings on even a cheap or semi decentclassic geeetar....one will prefer playing on the hi 3 treble strings...very nice, resonant, and clean...not shrillbutwhat is that garbage metallica with the other 3 supposed to bebass strings i dont know...Again, like someone else NOTED the OBVIOUS>>>>>sound transition from the nylon to the wire wound nylon is GIGANTIC.This makes the move from the D to the G string too noticableCANT THEY EVEN MAKE  6 strings that sound similar for the same one guitar even ?makes it sound like 2 different geeetars totally...sucks bad now.oohthanks man"	0
"This product is not what it seems. It has a cool name, but that's about it. It's a tool oil that stinks. I tried my best to get use to this product, but learned that there are much better ways after going into the studio and recording for the 1st time. After doing away with the Fast-Fret, my playing has improved and I hardly ever have to change my string because of gook. Not to mention that getting that crap on my fingers was just nasty. I now use Old English and my guitars thank me, my nose thanks me and my fingers thank me. You will too..."	0
I purchased 2 of these items to use with my band for the guitarists. I was disapointed when I mounted a Shure sm 58 mic on it and found that the goose neck would not stay erect. These are made far too loose and flexible for most professional mics. They may work on very small and light weight units but for my needs they are totally unuseable. It would have been helpful to include the suggested weight that this goose neck would support in the sales description. I wasted my money. Don't waste yours. Perhaps viagra would be helpful ;-)	0
"It stopped working after 2 gigs. I'm not sure why, but it is very frustrating. I guess you get what you pay for here."	0
These are okay strings for the Folk Guitar.............nothing special but the price isn't out of the world either. Good buy for the money. Tried them on a Gibson J50 and they seem to do good.	1
"This is a cheap piece of junk that does what it says, it distorts, You want something to make your guitar sound like junk, this will do it. Why pedals that make your guitar sound like a piece of junk are the most popular is beyond me. This is not a boutique Distortion pedal like Hendrix would use. Boutique and distortion are an oxymoron.These things are built with heavy metal, it should last, I kinda hope it doesn't(just kidding), you want distortion, you got distortion"	0
"Header says it all. Works well enough as a string winder, but I was really lookin for something to pull my bridge pins with and for me, this did not work well at all. Went back to my trusty rubber tipped pliers and just had to be gentle."	0
"yes you can tweak it so its less, but cant even use it for recording with or without an amp so much hiss its unusable."	0
I love the idea that you don't need a pocket in your strap or elsewhere to store your pick. Further it will not add something else to find/loose in my pants pocket.	1
"This is a basic EQ pedal, that is a bit noisy in my testing. Even when running on battery power, there is a bit of hiss that is just enough to be annoying in my rig and probably enought to be very annoying in some higher gain rigs."	0
"I have these on my Jazz Bass, my guitar player has another brand. We were playing a HUGE downtown street gig in Altanta and were throwing T shirts to the crowd. Bending down, picking them up, then throwing. My guitar player had a different lock system, and his $1000 Les Paul fell to the stage, completely knocking it out of tune. Mine stayed locked perfectly..."	1
"I've used three pop filters in my experiences with home recording and podcasting.  This one is the worst.  The plastic screw (yes, plastic) that is meant to grip the pole that you attach the pop filter to, is completely incapable of supporting it's own weight at nearly any angle.  Bad...just bad.Secondly, there is a metal piece that secures the flex arm to the clamp.  It seemed loose after I got it out of the packaging and the flex arm would wobble and rotate in that spot causing a major problem when it came to proper placement.  After twisting on it twice I stripped it out.  Now the thing is worthless.  I'm returning it ASAP.I would rather go to a lady's bag flea market sale with a crazy woman for a day than continue to put up with this thing.  Do yourself a huge favor and buy the Nady 6"" pop filter.  If you don't, you'll wish you did."	0
"Not much better than the dollar version of the peg winder.  Thought it would be more ergonomic and having the stringer cutter in one tool would be a plus.... but, not quiet up to par.  You'll be better off with the dollar string winder and a cheap pair of snips."	0
"I'm using this right now on my acoustic and it does its job in respect to holding your picks. It was smaller then I would have pictured, but it still is a good product. It can hold light to heavy picks and its super easy to put it and take it off. Only problem I had was that it moves a lot when putting my pick back in. Besides that, its highly recommendable to anyone. I will definitely pick up more for my other axes."	1
This is shown on an electric guitar and it would probably be great there. I play acoustic guitars and the headstocks all angle back it has to attach at the top then it is hard to see the screen. It worked but I don't use it anymore.	0
Another quality product from Hosa.  Just what I needed for an insert patch from my mixer to EQ.  I always like slightly longer length as I can always zip tie back but hard to stretch!  No noise from this cable!	1
"..it works.But expect some flaws.First,finding a driver to use was a pain.It doesn't come with a software disc,so look on Behringer's support site for driver download.Whatever driver you do use it kills all other audio,you can't run any other media player and get sound.My advice is unless you have a dedicated PC or laptop for using this...get something else."	0
"I bought this because--hey, a wireless mic for $13? Why not? I *might* be able to use this in a public address system--the connections all work, and it makes sounds, but the static is unbearable no matter how much I fiddle with different, the adjustment screw in the receiver... nothing works. The audio is always clipped. Don't even think of using this for music."	0
"I have used a few different capo's this is far and away my favorite. Very easy to take it off, holds the strings tight. What more can you ask for? Does what it sets out to do and its inexpensive."	1
"I use this adapter on the interface/mix board end of 1 channel of my XLR cable snake, to change 1 channel into my monitor return. I plug an XLR to Female 1/4"" stereo adapter to the other end to create a headphone jack at the musician end of my setup. Now I can record with 6 channels, and monitor with 2. (It's an 8 channel XLR snake). Why do I go through all that you ask? because I have an 8 channel XLR snake, and instead of buying another snake, why not ADAPT the snake I have? hence the word adapter... :-P I love it. It's a great tool to add versatility to your setup, no matter what you're doing. Definately recommend this product to anyone that would happen to need to change an XLR to balanced 1/4"" stereo... It's high quality, and very solid, I definately expect this to last me a long time."	1
"Need 2 volume knobs and 1 tone, so for the price (and in the past) I have always purchased 2 packs together with no issues, however recently I needed and ordered some and I found out of 4 sets, no consistency in quality... example the lettering is thinner on some than others within the same set and between sets of the same item#. Also some had bright white lettering and others did not (but where not vintage lettering either). Guess these are too cheap for Fender to have QC on.Will try other brands next time."	0
"I originally bought this for my guitar and it worked very well for that, so I tried it out on my 4 string uke and it works just as great. It's so much better than the elastic capos. So, it's doing double duty and going strong."	1
"It's hard not to love a cord that carries electrons all the way to the end. Not sure what, other than complete failure would take stars away."	1
"The small e-string and the g- string both broke on the ball end while tuning.  I haven't broke a string while tuning in 20 years, never ever had one break on the ball end.Luckily I bought the three pack.But I can't recommend this product."	0
"I purchased this amp locally and initially, I thought it was pretty cool as it was my first modeling amp; lots of potential for a limitless variety of sounds. This was my first Fender amp as well.The presets were neat and all, but when I played around with some of the ""standard"" models (just the amp model, no effects) just to see how it's clean sound was, the amp just hissed as if I had the volume cranked with a distortion pedal engaged at max. The master volume was at 2 and no effects were turned on... I've never heard a clean channel with so much noise behind it, even when there was no guitar plugged in... All I could hear while playing was the underlying hiss coming through the notes; very distracting and it drove me nuts! This isn't a ground loop issue (my other amps sound just fine at bedroom volumes and beyond), it's clearly a defect with this product. Dirty pre-sets with lots of gain and extra volume sound even worse, again, even when nothing is plugged in and at low master volume. You'd think I was running a few super high gain stomp boxes with a red hot single coil, but NOTHING was plugged in and all I get is staticy-hiss at LOW LEVELS. WTF?The next issue is the weird ""fizz"" sound, that was especially noticeable on the low e. After striking a string, instead of a clean note, there's a weird fizzy digital artifact like sound that ""surrounds"" the note, and fades as the string stops moving. It almost sounds like cymbals crashing on a poorly authored MP3 file at a low bit rate and frequency. Whole chords break down and decay in this fizzy envelope and really makes this thing unplayable.The weird thing is, neither one of these problems arose with head phones plugged in, or when this was connected to my computed via either USB or the line in... but I'm not going to be stuck playing a 100 watt amp through my PC or cans. I got the III instead of the II because of the power behind it and the touted 12"" Celestion speaker.Read the many reviews online or forum posts on many of the guitar/amp related websites (there's a 65 page forum post on the Fender support site that is quite interesting) and you'll find that these amps are having issues. Apparently, the Mustang I and II don't have these issues, and the firmware update did NOTHING to correct my amp. Is this a hardware issue, software issue, speaker issue? There is speculation that the LCD screen (which is not present on the I or II) may be causing problems, but no one seems to know for sure and Fender doesn't seem to care...Definitely try this before you buy it. You may get an amp that doesn't have these problems, you may not notice the sounds or you may not even care; let your ears tell you what sounds good.This amp has a lot of potential for great sounds, and it would have been nice to have faithful modeling of some great vintage amps, but in my opinion, technical issues have made this amp sound like complete garbage. I am disappointed that Fender hasn't yet correct what ever is wrong (some folks claim that Fender reps say that know what is wrong, but I'm not taking that as a fact...), but they have acknowledged that there is ""something"" wrong.Whatever... I took this back after a few days of playing with it, trying to eliminate the junk sounds without success( the built-in noise gate helps a little, but sucks tone) and I picked up a 100 watt Marshall instead. Guess what? The clean channel has ZERO hum or buzz, even when cranked. How about that? Even when I engage a dirt box on one of the dirty channels, there is minimal noise.I'll knock Fender for NOT correcting this issue regardless of what it is and what caused it, but they do have some other nice amps that I'd like to try. But before I buy another Fender amp, I'll take it for a test drive and I suggest you do the same before picking up one of these turds."	0
"I purchased these picks, because I play bass in an alternate punk metal band. We play drop tuning and playing with a plastic or nylon pick creates alot of noise. I was hoping that these picks would stop the pick noise. They don't make that annoying plastic to metal sound, but they are very flexible. I need to have alot of pick speed. These slow me down way to much. The other reviews I read stated that these were like rigid picks, but no they are not. Too bad as i had high hopes.Good picks if you don't have to tremolo pick, not very good if do have to."	0
"Mics are like pants, you have to find the right fit. This one I like for my vocals live. I sing fairly low and airy - works great for me. Also used to mic resonator guitar through a tube mic preamp live, very sweet sound. I prefer it to the 58, seems a bit more bright and natural. Might purchase another one eventually..."	1
"As the title states, this is a lightly padded duffle bag, nothing more. If you're toating between practice with an instructor, it's okay. I purchased it for that reason...and I'm an adult, so I can be careful. This bag is useless for kids as a drop would likely result in damage. I would even go so far as to call it a glorified dust rag. It will prevent my guitar from scuffs, dings, dent & dirt, but that's it.There are better gig bags at a comprable price and the only reason I gave it two stars was becuase of the dirt cheap price."	0
"It's yellow, its metal, its Boss.  If you want your drive sound to have definition this is the pedal to get.  The best OD I have ever owned.  Makes me want to see if my tone could cut board in half."	1
"The listing for this item can be confusing if you are not sure what stereo XLR is.  Stereo XLR is meant to be similar to your stereo headphones, where left and right are separate unbalanced wires.  This cable is configured to be a stereo unbalanced XLR to a stereo unbalanced TRS cable.  This item is not a mono balanced XLR to a stereo unbalanced mic cable.A little bit a soldering can fix this connector by moving the red wire from ping #3 to pin #2 with the white wire.  Pin #3 then ties to pin #1 with the ground wire."	1
This unit might be great if you have child hands - The KEYS ON THE  keyboard is soooo small..  Don't get this if you have Man hands! wtf U[DATE THE DESCRIPTION Akai WTF	0
"I'm not a professional, but have been playing for many, many years.  This is the best cord I've ever had, though I'm sure Eric Clapton has something better."	1
"I ordered one of these (from MF) and had to send it back because it was damaged and the latches didn't all work.  Even in perfect condition it's still a subpar case.  But the one I got had two ripped corners on the lid, and from those rips it's easy to see that the edge of the lid is just very thin cardboard all around, and the black outside covering provides little protection to keep that cardboard from tearing.  As for the latches (buckles), there are three of them and on the one I had only one worked to keep the case closed.  The other two latched, but they rattled and provided no tension at all to help keep the lid shut.Disregarding those flaws it's still obvious that it's not a good case.  The hinges look like they could fall apart or come off at any moment, the handle is not comfortable to hold, and the whole thing bends in a way that makes you wonder if you would be better off with a gig bag.  It also won't stand evenly on end (if that's important to you).On the positive side it's light, it does fit a Telecaster ok, and the inside is a decent plush lining with a small storage compartment.  But do yourself a favor and spend another $25 and get something better.  I have a Musician's Gear dreadnought case and this doesn't compare to that one at all."	0
"Strings rust very easily, yield fairly poor tone and break often, though they have the same bending ability as .09-.42."	0
"With drum pads, I basically either get 0 velocity, or max.  And I have to really hammer on them to trigger.  Hurts after a while.Likes:+ Size+ Assignable knobs.+ Works good w/ Ableton LiveDislikes:- Drum pads!Keys are pretty cheesy but workable and expected for this price and size.I'm looking to upgrade after a month.. Want better drum pads.  :-/"	0
"Well made, XLR 3 pin adaptor to mini.  Needed to get a real XLR mic into the computer and this did the job."	1
"I bought this product to use on my amp pots. It restored the sound,power and clearity of my amps.It doesn't evaporate right away, but after a couple of minutes your good to go!"	1
"Well... it's not really too expensive, but it give you basically the same sound no matter how you set it.  Even the crunch button is just a louder sound?  Not a very good value unless you try it out first and this is exactly the sound you're looking for.  Guess that's why it's so cheap."	0
Bought it as a gift. Friend loved it very much.	1
"I got this guitar at Guitar Center, i was scared to get this guitar from amazon because of a review saying it looked like a toy, so i wanted to see it in person, i saw it, i tested it out at guitar center and it was amazing, its better than my other les paul special ii, this guitar plays great, its set up very nicely, the pickups are very nice, the electronics work perfectly, i have no problems with it, but the guitar is very beautiful, i would highly recommend getting it, i just dont know if anyone elses will be the same, not all guitars are made the same right?"	1
"I really wanted this to be a great product.  The screws strip out too easily.  Basically, if you put a microphone in it, and ever have to use it for a microphone, it is going to strip out.  I had two of them and was hoping that the first one was a lemon.  Nope.  Even the pop filter fell off.  I LOVE the design, but they need to make them strong enough to handle the weight of a microphone and strong enough to handle regular studio usage... ex:  adjusting the position of the mic, picking up a mic stand and moving it, etc.  Otherwise, don't have an adjustable tilt option.  Just make it one solid piece.  I'm tempted to try to fix it with Gorilla Glue because I do love the design.  It's just not strong enough.  Not that it's a surprise though.  Not much of anything is worth the money these days.  It's a damn chore to return every friggin' purchase these days that they don't really have to care about actually testing products.  Why should they?  They already have your money.  I feel like I should get paid for testing their products and the time spent un-boxing and packing things back up.  Besides, what are they going to do?  Replace it with another broke a$$ product?  Better yet, refund my money for the product I paid - minus shipping????  That doesn't include the time I spent trying to prevent you from buying one and testing their damn product in the first place.  I want a refund, plus an hourly wage.  Whatever, don't buy one.  Companies that don't test their products don't deserve your business.  What would make me happy, is for one of these companies that make these products to answer the question(s):  Did you test this product?  How did you test it?  What were your results?  Is it ready to be sold to the public with confidence?Nope"	0
Excellent rack screws with washers. Its fit very good to rack holes. Good presentation and well packed. I will buy again.	1
"Had I known what I was getting I would never have ordered it.  There are gig bags and there are gig bags.  I've ordered and used inexpensive guitar gig bags.  I expected more. This one offers almost no protection.  The only reason I have not returned it yet is that the return shipping will leave little to refund, but may end up returning it anyway.It *did* fit my Kala KA-TG with room to spare."	0
"This is a solid product. I ended up not needing it so... I returned it. However, it worked fine and gets the job done."	1
Not very bright. Not very flexible. Too big. Clunky. I really don't like it. I wish I had went in a different direction.	0
"Through my Ampeg bass amp, the low E string gets distorted when you push the bass control above 7, and the upper 3 strings sound kind of plain."	0
I use these on my basses and they do the job quite well.. They are easy to install on the bass and the strap.	1
These strap locks were easy to install and use right off the bat. You may have to drill deeper holes into your guitar in order to use them. Just follow the instructions and you can easily attach and detach your strap whenever you feel like it.	1
"The sheets seem to work fine to polish the frets but the template is cut from the cardboard box which obviously isn't going to last long.  Also, trying to hold the cardboard on the neck is a pain and my finger is killing.I'm going to go buy a fret eraser and be done with it."	0
"Good little connector cable.  Well constructed, durable, built to last.  I would recommend this cable to connect stomp boxes. Worth it."	1
"Ok, I'm surprised that this unit is now over $15.00.  I only spent $8.59 for this and I'm mad at myself.  It was cheap enough that I rolled the dice to see if I could get away with a decent product for CHEAP.  It feels solid, looks like a real direct box...but sounds like ass.  I couldn't believe that Pyle would put that much effort into a great ""fit and finish"" product, yet not put decent components inside.  This is the noisiest piece of crap I've ever used - I ended up buying another direct box (spent over $60.00).  Pyle has once again lived up to it's name, but they should finish the name properly and re-brand as ""Pyle of S***.""Sorry folks, but I'd skip this one.  The 5-star ratings must be from employees.  The only reason I didnt' give it one star was because it was so cheap (Remember, I only spent $8.59), and I'm the one that pulled the trigger on the purchase.Live and learn.  Why would I think plugging a $2000.00 guitar into a cheap piece of crap was a good idea?  My fault."	0
"Haven't used it yet but if it's like the other cables I have from the same company, it should work fine."	1
"I've had this for about 11 years now. Even with some of the newer metal pedals on the market, this pedal still sells well. Not to mention, it's probably also one of the most modded pieces out there. Any number of mods can be found online to change the sound. They're usually on the side of improving the stock tone, which I'm happy with.I've always liked the parametric EQ on this pedal. The variable midrange allows me to get Marshall or Mesa flavors. For most metal/hard rock music, the gain range is enough for me. If I need yet more gain, I punch it up with an overdrive, or a compressor pedal for a cleaner boost. Even without a boost, I can use it for death metal. I think if you play the tighter, more technical styles, it's better not to have too much gain anyhow."	1
"I honestly was not impressed. It looked Cheap, sounded cheap, what else is there to say, you get what you pay for!!! Another Chinese copy of a tubescreamer,"	0
"This Capo looks great and does the job. It does take a bit of pressure to open the camp, but its better then the winding versions."	1
I bought this as a present for my daughter to learn guitar on. She absolutely loves it. Everyone that has played on it over the past few weeks loves it. You can't beat this for the price!!!	1
"If you want to use this to power up a Tascam DR series digital recorder, I have a less expensive solution for you:  if you own a usb wall charger (like a cell phone charger), you can use that to power your device through its usb port. That's a lot cheaper than spending twenty-something dollars on an additional wall wart!"	0
"legendary performance indeed! works perfectly, extremely easy to set up, very good sound, good price, that's 'bout all you need to know!"	1
"They only fit if you have enough room in your strap button, if not they will just pop right out. I threw mine away."	0
This is the best deal ever my first pedal was a zoom 505 gfx and it was really electronic and synthesized sounding alot of echos and stuff. Honestly the best effect it held was the phaser/jet pipe effect. I got this today and man it sounds so crisp clean and evenly distorted. It does the job distortion and sustain best buy for a best price!! bodow!!! from Trinidad!!	1
"Lets face it, in general string winders are pretty much all the same right? WRONG! I went with this one because I trusted the Dunlop name. What a let down. on the second guitar I used it on the handle and the head separated, sure you can press it back together, but after separating several times on every string, it gets a little old....quick. Already ordered a different one to replace it. One thing I cant stand is inferior tools."	0
"For the money, I have no complaints.  The enclosure, dials, and footswitch are all durable.  Not true bypass, but none of the BOSS pedals are.  It doesn't suck tone.  This pedal isn't the end-all be-all overdrive, but with asymmetrical clipping it fills a niche that TS pedals don't. You lose a little low end when it is engaged, but that actually works pretty well for leads- especially with humbuckers or amps with a looser kind of 'classic' distortion encountered with EL84s.  As a stand alone overdrive, I prefer other pedals.  But where this pedal really works for me is as a boost to other dirtboxes or an already overdriven amp.  You get singing, harmonic leads when it is dialed in right.  Like any overdrive, you introduce noise when the pedal is engaged and things can get hissy while you are palm muting if you crank it too far.  I am a dirtbox hoarder and I like to rotate the pedals and try different combinations.  Lately, I am running this into either the V1 Cool Cat transparent overdrive (Timmy Clone - very, very nice) or the Behringer BO-100 (which is a dead ringer for the Boss Blues Driver) then into a tube amp that is dialed in on mild crunch (Jet City Combo or Palomino Combo).  As with any overdrive, this thing will not sound very good (IMHO) running into a solid state amp.  That's just not what it was intended to do. It was intended to drive preamp tubes into saturation but YMMV. Because I'm a cheapskate (and because these things are durable like bricks) I bought it used for $20, but it is well worth the new asking price."	1
"I should have read the reviews carefully - it's definitely something different, but not sturdy at all, rubber bits come off as you strum, and there are complaints of skid marks on strings and fingers. Ouch! I'm much happier with my Friday the 13th glow-in-the-dark picks - that is an experiment that worked!And who cares about hard pick sounds anyway? If you want something that sounds like your fingers strumming, why don't you use&#8230; your fingers?"	0
"Very easy to install, rock solid, and in my opinion, look much better than Schaller locks.Grab a set, you wont be disappointed."	1
not two weeks after I put these on the A string broke close to the ball on the string.  I break high e strings on occasion.  but something as thick as an A string?? maybe it was a defective string as I thankfully bought two sets and I was able to pull the A out of the other set and it has been fine since.  now however I have the dilemma of should I just buy more strings and just use the second set as I need them.  Further more do I stick with the same brand.  that is supposed to last longer than average strings.  At this point I am going to keep playing this set until its time to change then go from there.  I will update once I decide if I should stick with this brand or go back to super slinky'supdate 3/25well another month went by(a week ago) and the D string broke in the same fashion leaving me to believe I either got defective strings are these strings are not as good as they are said to be. either way its losing another star.  if it happens with a different set of strings I will reevaluate my guitar/review and change accordingly	0
"Great,great sound. The sound of these strings is different than any other strings you could get. They also teach a guitar player to use a lighter touch while playing to produce beautiful sounds. Well worth it."	1
"The technology is fine but the attachment to the instrument isn't very friendly. Snark rotates to any position I want, but Intellitouch ends up being upside down. It works fine but it's inconvenient."	0
"They say 2-4 months, I've never come close to even a month. Usually 3 weeks and they are toast in a guitar case not opened more than twice in that 3 weeks.  If it sounds too good to be true, it usually is.  I don't recommend these."	0
"Okay,  Color coding is a GREAT idea.Divas will not use the red ball windscreen.Why?Because, from a distance it looks like they have a clown nose.No kidding!  I have had several tell this to me and my sound tech.  So save your dough, buy any color but RED.Diva's!!!!  What can I say?"	0
I only do test recording with this digitally to get a better Idea of my learning process from the other side. It gives a clean crisp reproduction of every flaw I have.	1
"On my mixer, I have send/returns on the same plug using a 3 wire TRS with send on the tip, return on the ring, and a common ground.  But my effects boxes like to have separate 1/4"" TR ins and outs.This is the perfect cable for just such a hookup of things like the behringer sharkBehringer Shark FBQ100 Automatic Feedback Destroyerto the 1202-vlZ3's send/returnsMackie 1202-VLZ3 12-Ch. Compact Recording/SR MixerI probably will order a second cable having seen how well the first one worked out on a send/return."	1
"Before you pay some tech to fix the knobs and switches on your guitar, stomp box or amp, try this.  95% of the time, this will take care of the problem.  If your amp cuts in and out, also try spraying the effects loop and pushing a 1/4&#34; jack in and out of the socket a dozen times.  The very first can I bought probably paid for itself a hundred times over.  Good stuff !"	1
"This gadget works fine to connect an electric guitar to an iPad or iPhone or a computer, but the particular one I received has a defective input socket for a 1/4 inch audio plug.  It doesn't snap in place.  Just sits there waiting to let the plug slide out.  That makes it fairly useless.  I may have simply gotten a defective one."	0
"I got this pedal cause is not so expensive, and I love music. I used to play in big concerts but no more but I can tell you that for the price is good who ever wants to have some fun and learn how to use a pedal."	1
"If you plan to use this pedal as a traditional volume pedal in a Guitar > Volume Pedal > Amp configuration (inserting effects pedals anywhere you like), this is a POORLY engineered pedal.  It can't be ""true bypass"" as long as the signal travels through a potentiometer but they can use pots that are a virtual short when adjusted properly and with the pedal forward.Anyway, the difference between plugging my guitar directly into the amp and placing this pedal in the chain between the amp is immediately noticeable.  The tone becomes duller, the output drops.  I would expect that from an Asian knock-off, not from an A-list gear maker.  I might be over-stating Ernie Ball's reputation, though they make some fine guitars I gotta say, and I've used their strings for many years.If you plan to use this EB-6180 pedal with digital effects you should be fine.  This is because the digital device will take two measurements of pure resistance at either end of the rocker.  The signal processing takes place in the unit, not the pedal.  (Those units have their own tone problems but that's another review.)It does occur to me that any pedal with a buffer (NOT ""true bypass"" in other words) may fix this problem, which is more than likely related to impedance, like a tuner pedal, between the guitar and the volume pedal.  I will need to try that out, but it does not excuse Ernie Ball from their responsibility.  Major FAIL on their part.2 stars is generous because EB fails to honor the simple ""first do no harm"" principle. It harms your tone.  How dumb is that?  The pedal itself is very attractive, appears indestructible, though I have my doubts about their ""string"" mechanism over time.  The rocker feels smooth and the weight gives the pedal stability on the floor.I have no recommendations for a volume pedal.  Because of the feel, and esthetics, I do plan to keep this for the digital device use, but wish it was able to do what it promises, and fails so miserably, to deliver."	0
"This arrived and when I tried to use it, it turned out that the male threads were some  oddball metric size that does NOT fit any standard adapter.Instead, these theads stripped the fitting on my mike clip, so now I have to go somewhere else and buy a new gooseneck AND a clip.This is such a standard item, that there is no excuse for making it with non-standard threads, and NO excuse at all for advertising it as standard 5/8ths..."	0
